日付,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,香港ドル,インドルピー,フィリピンペソ,シンガポールドル,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,インドネシアルピア,台湾ドル
2002/10/4,122.6,192.31,120.97,77.04,82.85,13.33,16.29,16.56,66.92,58.53,11.84,325.89,15.72,2.55,2.34,68.76,2.82,410.17,32.71,33.39,12.07,1.38,3.52
2002/10/7,123.2,192.67,120.61,77.41,82.52,13.31,16.25,16.56,67.39,59.16,11.8,327.49,15.8,2.55,2.35,69.14,2.83,409.3,32.87,33.55,12.14,1.38,3.53
2002/10/8,124.25,194.65,122.15,77.93,83.52,13.44,16.45,16.78,68.34,60,11.87,330.28,15.93,2.58,2.36,69.37,2.84,412.65,33.15,33.84,12.2,1.39,3.56
2002/10/9,123.95,192.73,121.57,77.65,82.88,13.28,16.38,16.72,67.69,59.58,11.82,329.48,15.89,2.57,2.36,69.33,2.84,411.79,33.07,33.76,12.24,1.39,3.54
2002/10/10,123.3,192.95,121.98,77.18,83.39,13.29,16.43,16.75,67.72,59.1,11.82,327.75,15.81,2.57,2.35,68.97,2.82,411.55,32.9,33.58,12.07,1.39,3.53
2002/10/11,123.6,193.48,121.99,77.75,83.32,13.35,16.43,16.79,67.68,59.18,11.93,328.55,15.85,2.57,2.36,68.93,2.82,412.41,32.98,33.66,12.16,1.39,3.54
2002/10/15,124.55,193.86,123.04,78.42,84.12,13.54,16.57,16.92,67.95,59.46,11.92,331.07,15.97,2.59,2.36,69.03,2.83,413.92,33.23,33.92,12.34,1.36,3.56
2002/10/16,124.9,193.94,122.49,78.69,83.48,13.5,16.5,16.79,68.26,59.83,12,332,16.01,2.6,2.36,69.25,2.84,414.67,33.32,34.01,12.36,1.36,3.57
2002/10/17,124.75,193.64,122.22,78.75,83.31,13.46,16.46,16.65,68.43,59.92,12.04,331.61,16,2.59,2.37,69.51,2.84,415.69,33.28,33.97,12.43,1.38,3.58
2002/10/18,125.25,194.31,121.71,79.79,82.86,13.36,16.39,16.44,69.03,60.4,12.19,332.93,16.06,2.6,2.37,70.06,2.87,416.81,33.42,34.11,12.58,1.38,3.6
2002/10/21,125.45,193.85,121.62,79.7,82.71,13.42,16.38,16.43,69.24,60.66,12.14,333.47,16.09,2.6,2.37,70.1,2.87,415.81,33.47,34.16,12.6,1.37,3.61
2002/10/22,125,192.9,121.65,79.95,82.75,13.41,16.38,16.45,69.59,60.44,12.29,332.27,16.03,2.6,2.36,70.13,2.87,414.73,33.35,34.04,12.57,1.38,3.6
2002/10/23,125.05,193.05,122.2,79.77,83.16,13.35,16.45,16.47,69.04,60.34,12.23,332.4,16.03,2.6,2.36,69.95,2.86,416.42,33.36,34.06,12.55,1.37,3.6
2002/10/24,124.5,192.74,121.42,79.54,82.75,13.31,16.35,16.5,68.94,60.35,12.26,330.94,15.96,2.59,2.36,69.94,2.85,414.31,33.22,33.91,12.55,1.37,3.6
2002/10/25,124.4,193.44,121.7,79.4,82.92,13.31,16.38,16.52,68.99,60.55,12.32,330.68,15.95,2.59,2.36,69.89,2.86,414.11,33.19,33.88,12.48,1.37,3.59
2002/10/28,124.5,193.01,121.52,79.48,82.87,13.36,16.36,16.51,69.12,60.74,12.34,330.94,15.96,2.58,2.35,70.09,2.87,412.94,33.22,33.91,12.5,1.36,3.6
2002/10/29,123.6,192.7,121.55,79.29,82.99,13.37,16.37,16.43,69.1,60.55,12.34,328.55,15.85,2.56,2.34,69.81,2.85,410.77,32.98,33.66,12.3,1.35,3.56
2002/10/30,122.9,191.37,120.76,78.56,82.43,13.31,16.26,16.35,68.18,59.74,12.24,326.69,15.76,2.55,2.32,69.54,2.84,408.44,32.79,33.47,12.1,1.35,3.55
2002/10/31,123.2,191.95,121.29,78.42,82.82,13.4,16.33,16.46,68.09,59.54,12.26,327.49,15.8,2.56,2.33,69.53,2.84,410.8,32.87,33.55,12.12,1.35,3.56
2002/11/1,122.7,192.17,121.53,78.68,83.15,13.4,16.36,16.52,68.14,59.71,12.3,326.16,15.73,2.55,2.32,69.42,2.83,409.55,32.74,33.42,12.07,1.35,3.55
2002/11/5,122.05,190.06,121.77,78.41,83.27,13.36,16.4,16.57,68.49,60.66,12.38,324.43,15.65,2.54,2.31,69.42,2.83,406.43,32.56,33.24,12,1.34,3.54
2002/11/6,122.2,190.55,122.08,78.44,83.45,13.37,16.43,16.59,68.49,60.42,12.36,324.83,15.67,2.54,2.32,69.48,2.83,406.79,32.6,33.28,12,1.34,3.58
2002/11/7,121.7,190.5,122.43,78.35,83.67,13.42,16.49,16.66,68.82,60.66,12.38,323.5,15.6,2.53,2.31,69.23,2.82,407.02,32.47,33.14,11.96,1.34,3.53
2002/11/8,121.35,191.67,122.36,77.95,83.61,13.41,16.48,16.73,68.76,60.75,12.44,322.57,15.56,2.52,2.3,68.89,2.81,406.12,32.38,33.05,11.85,1.34,3.53
2002/11/11,119.95,190.79,121.47,76.69,83.04,13.37,16.36,16.61,67.74,59.35,12.33,318.85,15.38,2.5,2.28,68.23,2.79,400.37,32,32.67,11.62,1.32,3.5
2002/11/12,119.7,189.88,120.85,76.07,82.58,13.31,16.28,16.59,67.12,58.94,12.23,318.18,15.35,2.49,2.27,67.93,2.79,399.4,31.94,32.6,11.58,1.32,3.5
2002/11/13,119.85,190.43,121.23,75.89,82.84,13.38,16.32,16.6,67.18,59.11,12.23,318.58,15.37,2.5,2.26,67.96,2.78,400.17,31.98,32.64,11.66,1.33,3.49
2002/11/14,120.25,190.8,121.12,76.24,82.59,13.37,16.32,16.55,67.44,59.81,12.26,319.64,15.42,2.51,2.27,68.04,2.78,402.58,32.08,32.75,11.75,1.35,3.48
2002/11/15,120.7,190.6,121.19,76.64,82.61,13.35,16.32,16.59,67.93,60.48,12.49,320.84,15.48,2.52,2.27,68.41,2.78,403.68,32.2,32.85,11.82,1.36,3.5
2002/11/18,120.45,190.61,121.75,76,83.02,13.43,16.4,16.67,67.85,60.07,12.59,320.18,15.44,2.51,2.27,68.36,2.77,401.9,32.14,32.8,11.79,1.35,3.49
2002/11/19,120.9,191.3,122.07,76.08,83.2,13.46,16.45,16.71,67.97,60.11,12.59,321.37,15.5,2.52,2.27,68.57,2.79,403.27,32.26,32.92,11.89,1.36,3.5
2002/11/20,122.4,193.4,122.85,77.29,83.61,13.55,16.53,16.68,68.34,60.83,12.74,325.36,15.69,2.55,2.3,69.14,2.82,409.23,32.66,33.33,12.05,1.38,3.54
2002/11/21,122.65,192.87,122.76,77.37,83.49,13.52,16.53,16.77,68.77,61.29,12.71,326.02,15.73,2.56,2.3,69.24,2.82,409.93,32.72,33.4,12.16,1.39,3.54
2002/11/22,122.85,194.2,123.08,77.88,83.74,13.74,16.58,16.86,69.09,61.78,12.83,326.56,15.75,2.57,2.3,69.49,2.83,410.59,32.78,33.46,12.14,1.38,3.55
2002/11/25,123.2,194.45,122.61,78.11,83.25,13.65,16.51,16.81,69.48,61.93,13.05,327.49,15.8,2.57,2.3,69.58,2.84,410.39,32.87,33.55,12.2,1.38,3.57
2002/11/26,121.95,190.83,120.9,77.48,82.07,13.41,16.29,16.58,68.23,60.88,13.2,324.16,15.64,2.54,2.27,69,2.82,407.45,32.54,33.21,12.1,1.38,3.53
2002/11/27,121.7,189.1,120.96,77.17,82.14,13.34,16.29,16.61,68.16,60.4,13.25,323.5,15.61,2.53,2.28,68.99,2.81,406.48,32.47,33.14,11.99,1.37,3.52
2002/11/28,122.35,189.21,121.14,77.7,82.18,13.32,16.32,16.66,68.12,60.29,13.28,325.23,15.69,2.55,2.29,69.27,2.81,408.24,32.64,33.32,12.09,1.38,3.54
2002/11/29,122.4,189.84,121.58,77.75,82.41,13.39,16.39,16.71,68.83,60.65,13.26,325.36,15.7,2.55,2.29,69.45,2.82,408.41,32.66,33.33,12.1,1.38,3.53
2002/12/2,122.85,191.52,122.13,78.62,82.75,13.54,16.45,16.8,68.82,61.27,13.29,326.56,15.75,2.55,2.31,69.5,2.82,408.68,32.78,33.45,12.12,1.39,3.55
2002/12/3,124.45,193.67,124.05,79.88,84.24,13.78,16.72,17.06,69.51,62.01,13.52,330.81,15.96,2.59,2.34,70.38,2.85,413.87,33.2,33.89,12.32,1.41,3.59
2002/12/4,124.25,195.02,123.96,79.75,84.24,13.72,16.7,17.08,69.53,61.94,13.47,330.28,15.93,2.59,2.33,70.27,2.85,413.48,33.15,33.84,12.23,1.4,3.58
2002/12/5,124.65,195.71,124.76,79.87,84.67,13.78,16.81,17.2,70.02,62.61,13.75,331.34,15.98,2.6,2.34,70.4,2.86,416.05,33.26,33.95,12.15,1.41,3.6
2002/12/6,125.1,196.54,125.24,79.98,85.07,13.85,16.87,17.23,70.21,62.88,13.76,332.54,16.04,2.61,2.35,70.44,2.86,417.56,33.38,34.07,12.2,1.41,3.6
2002/12/9,123.3,194.57,124.58,78.8,84.68,13.77,16.79,17.14,69.44,62,13.42,327.75,15.81,2.57,2.32,69.87,2.83,410.86,32.9,33.58,12.09,1.4,3.55
2002/12/10,123.4,195.19,124.78,78.95,84.68,13.74,16.81,17.09,69.56,62.22,13.6,328.02,15.82,2.57,2.33,69.95,2.85,411.33,32.92,33.6,12.1,1.4,3.57
2002/12/11,123.95,194.64,124.79,79.44,84.69,13.76,16.81,17.05,69.42,62.15,13.84,329.48,15.89,2.58,2.34,70.09,2.86,414.13,33.07,33.75,12.2,1.4,3.58
2002/12/12,123.6,194.73,124.66,79.38,84.54,13.74,16.8,16.98,69.39,62.16,13.92,328.55,15.85,2.58,2.33,70.15,2.85,413.24,32.98,33.66,12.18,1.41,3.57
2002/12/13,122.5,193.55,124.78,78.82,84.49,13.68,16.81,17.01,69.32,62.36,13.73,325.62,15.71,2.56,2.31,69.67,2.83,410.11,32.68,33.36,12.01,1.4,3.52
2002/12/16,120.6,191.67,123.35,77.23,83.48,13.5,16.62,16.86,68.3,62.01,13.83,320.57,15.46,2.51,2.27,69.02,2.79,402.94,32.18,32.84,11.87,1.37,3.48
2002/12/17,121.35,193.07,124.01,77.77,84.04,13.66,16.71,17.03,68.65,62.43,13.82,322.91,15.56,2.53,2.27,69.38,2.81,405.45,32.37,33.05,11.91,1.39,3.51
2002/12/18,121.35,193.84,124.78,78.32,85.04,13.74,16.81,17.13,68.61,62.67,13.38,322.57,15.56,2.53,2.27,69.41,2.82,406.81,32.38,33.05,11.86,1.38,3.51
2002/12/19,121.05,194.14,124.2,77.87,84.83,13.69,16.74,17.04,68.54,62.24,13.67,321.77,15.52,2.53,2.27,69.32,2.82,406.07,32.3,32.97,11.94,1.38,3.49
2002/12/20,120.8,193.51,123.98,77.88,84.83,13.61,16.71,17.04,68.46,62.47,13.54,321.11,15.49,2.53,2.26,69.3,2.81,405.1,32.23,32.88,11.88,1.38,3.48
2002/12/24,120.35,191.91,123.47,77.61,84.83,13.55,16.63,16.99,67.56,62.1,13.68,319.91,15.43,2.52,2.26,69.15,2.8,403.72,32.11,32.78,11.83,1.37,3.48
2002/12/25,120.35,191.99,124.09,77.75,85.45,13.61,16.73,17.12,67.82,62.33,13.54,319.91,15.43,2.52,2.27,69.21,2.8,405.22,32.12,32.78,11.8,1.37,3.47
2002/12/26,120.35,192.25,124.26,77.72,85.62,13.62,16.75,17.15,67.83,62.38,13.63,319.91,15.43,2.52,2.27,69.31,2.8,403.99,32.11,32.78,11.81,1.37,3.46
2002/12/27,120.2,192.62,124.72,76.89,85.82,13.68,16.81,17.17,67.79,62.3,13.67,319.51,15.41,2.52,2.28,69.19,2.79,403.76,32.07,32.74,11.73,1.37,3.47
2002/12/30,119.95,192.53,125.14,76.44,86.15,13.63,16.86,17.15,67.46,62.46,13.66,318.85,15.38,2.52,2.26,69.18,2.78,403.33,32,32.67,11.68,1.36,3.46
2003/1/6,119.85,193.03,124.88,76.61,85.76,13.75,16.83,17.24,68.16,63.23,14.19,318.58,15.37,2.51,2.24,68.83,2.79,401.51,31.98,32.64,11.54,1.35,3.45
2003/1/7,119.4,191.83,124.69,76.49,85.61,13.74,16.8,17.24,68.66,63.58,13.97,317.38,15.31,2.5,2.24,68.68,2.79,401.34,31.87,32.52,11.5,1.35,3.45
2003/1/8,120.25,193.04,125.24,76.96,85.89,13.84,16.87,17.36,69.02,63.82,13.94,319.64,15.42,2.52,2.26,68.92,2.81,402.71,32.08,32.75,11.63,1.37,3.5
2003/1/9,118.9,192.26,125.18,76.18,85.89,13.78,16.86,17.33,68.7,63.53,14.02,316.06,15.25,2.49,2.24,68.5,2.79,400.61,31.72,32.38,11.42,1.35,3.45
2003/1/10,119.65,192.17,125.37,77.07,85.85,13.76,16.89,17.37,68.92,63.82,14.01,318.05,15.34,2.51,2.24,68.79,2.8,402.46,31.92,32.58,11.5,1.36,3.48
2003/1/14,118.95,190.31,125.37,77.19,85.82,13.69,16.89,17.11,69.66,64.38,13.8,316.19,15.25,2.49,2.23,68.53,2.79,399.16,31.74,32.39,11.33,1.35,3.46
2003/1/15,118.1,189.73,124.74,76.6,85.2,13.62,16.8,17,69.28,63.95,13.42,313.93,15.14,2.47,2.22,68.23,2.77,396.31,31.51,32.14,11.32,1.34,3.44
2003/1/16,118.25,189.71,124.84,77.01,85.41,13.63,16.81,17.14,69.47,64.2,13.59,314.33,15.16,2.48,2.22,68.19,2.77,396.81,31.55,32.2,11.29,1.35,3.45
2003/1/17,118,189.9,125.27,76.86,85.84,13.65,16.86,17.23,69.54,64.53,13.37,313.66,15.13,2.46,2.22,68.14,2.77,397.31,31.48,32.13,11.22,1.35,3.44
2003/1/20,118.05,190.01,125.75,76.91,86.08,13.7,16.92,17.28,69.77,65.13,13.4,313.8,15.14,2.47,2.21,68.13,2.76,396.54,31.5,32.15,11.15,1.35,3.45
2003/1/21,118.5,190.45,126.39,77.24,86.54,13.77,17.02,17.25,70.01,65.41,13.43,314.99,15.19,2.48,2.22,68.34,2.77,398.19,31.62,32.27,11.16,1.35,3.45
2003/1/22,118.2,191.12,126.82,77.14,86.77,13.72,17.07,17.06,69.63,64.74,13.11,314.19,15.16,2.48,2.2,68.19,2.77,398.92,31.54,32.19,10.93,1.34,3.43
2003/1/23,118.6,192.01,127.07,77.46,86.84,13.76,17.1,17.14,69.54,64.34,13.29,315.26,15.21,2.49,2.22,68.37,2.78,399.87,31.64,32.3,11,1.36,3.44
2003/1/24,118.05,191.65,126.94,77.43,86.69,13.72,17.09,16.97,70.09,65.07,13.53,313.8,15.14,2.48,2.21,68.26,2.77,398.41,31.5,32.15,11.03,1.35,3.42
2003/1/27,117.9,192.44,127.65,77.63,87.04,13.82,17.17,17.08,69.91,64.81,13.42,310.84,15.12,2.47,2.2,68.29,2.77,396.44,31.46,32.13,10.86,1.34,3.43
2003/1/28,118.5,193.61,128.41,77.58,87.51,13.91,17.28,17.17,69.8,64.78,13.64,312.42,15.19,2.48,2.22,68.46,2.78,398.45,31.62,32.3,10.9,1.35,3.44
2003/1/29,118.6,194.54,128.46,77.62,87.49,13.91,17.29,17.21,69.84,64.8,13.57,315.26,15.21,2.49,2.21,68.46,2.78,400.27,31.65,32.3,10.86,1.36,3.43
2003/1/30,118.7,195.38,128.36,78.02,87.38,13.96,17.28,17.26,69.83,65.13,13.91,315.52,15.22,2.5,2.22,68.55,2.78,400.47,31.67,32.33,10.88,1.36,3.43
2003/1/31,119.05,197.38,128.84,77.94,87.83,14.01,17.35,17.33,69.86,64.93,13.92,316.45,15.26,2.51,2.23,68.49,2.79,401.79,31.76,32.42,10.89,1.36,3.45
2003/2/3,119.95,197.5,129.1,78.92,87.88,13.96,17.37,17.29,70.18,65.04,14.15,318.85,15.38,2.52,2.24,68.98,2.81,402.92,32,32.67,11.01,1.36,3.48
2003/2/4,120.35,197.77,129.73,79.26,88.43,14.04,17.45,17.34,70.4,65.54,14.08,319.91,15.43,2.53,2.24,69.02,2.81,404.67,32.11,32.78,11.05,1.37,3.48
2003/2/5,119.75,197.37,130.19,79.04,88.87,14.1,17.52,17.32,70.89,65.86,14.45,318.31,15.35,2.52,2.23,68.93,2.81,404.15,31.95,32.61,10.96,1.37,3.46
2003/2/6,120.2,197.19,129.55,79.02,88.3,14.03,17.44,17.2,70.81,65.92,14.34,319.51,15.41,2.53,2.24,68.99,2.81,404.71,32.07,32.74,11.11,1.37,3.47
2003/2/7,119.75,195.9,129.71,78.9,88.45,14.13,17.44,17.32,70.86,65.86,14.34,318.31,15.35,2.52,2.23,68.82,2.8,403.74,31.95,32.61,11,1.37,3.46
2003/2/10,120.45,196.51,130.25,79.08,88.86,14.23,17.54,17.38,71.13,66.25,14.32,320.18,15.44,2.54,2.24,68.82,2.81,404.33,32.14,32.8,10.95,1.35,3.48
2003/2/12,121.1,196.17,130.06,79.26,88.64,14.2,17.51,17.45,71.65,66.74,14.45,321.9,15.53,2.55,2.26,69.05,2.82,409.4,32.32,32.98,11.05,1.36,3.48
2003/2/13,121.25,196.01,129.88,79.14,88.41,14.23,17.49,17.41,71.45,66.64,14.47,322.73,15.55,2.56,2.26,69.05,2.82,409.63,32.36,33.02,11.09,1.37,3.51
2003/2/14,120.45,195.29,130.57,79.37,88.95,14.35,17.58,17.37,71.69,66.93,14.59,320.6,15.44,2.53,2.24,68.69,2.8,407.06,32.15,32.8,11.04,1.37,3.48
2003/2/17,120.75,193.91,129.56,79.21,87.95,14.22,17.44,17.21,71.47,66.52,14.46,320.97,15.48,2.53,2.25,68.76,2.8,404.79,32.22,32.88,11.18,1.37,3.47
2003/2/18,119.85,191.69,128.5,78.83,87.35,14.11,17.31,17.09,70.63,65.89,14.32,318.92,15.37,2.52,2.22,68.27,2.78,401.51,31.98,32.64,11.13,1.37,3.45
2003/2/19,119,189.31,127.16,78.46,86.46,13.95,17.12,16.92,70.22,65.51,14.23,316.32,15.26,2.5,2.2,67.98,2.77,399.46,31.75,32.41,11.03,1.36,3.44
2003/2/20,118.9,190.05,127.91,78.62,86.98,14.07,17.22,17,70.8,65.93,14.47,316.06,15.25,2.51,2.2,67.9,2.76,399.53,31.72,32.38,10.99,1.36,3.44
2003/2/21,118.45,188.89,128.17,78.68,87.3,14.05,17.26,17.09,70.82,66.26,14.67,314.86,15.19,2.5,2.19,67.93,2.77,398.15,31.58,32.26,10.86,1.36,3.42
2003/2/24,118.5,186.6,127.06,78.91,86.45,13.94,17.11,16.87,70.77,66.16,14.76,314.99,15.19,2.49,2.19,67.95,2.77,396.59,31.62,32.27,10.85,1.35,3.42
2003/2/25,118.15,187.46,127.46,79.18,87.01,13.97,17.17,16.78,71.53,66.84,14.64,314.48,15.15,2.49,2.18,67.94,2.76,396.48,31.52,32.18,10.76,1.35,3.41
2003/2/26,117.45,184.81,126.22,78.5,86.41,13.86,17.01,16.55,71.05,66.32,14.57,312.2,15.06,2.48,2.17,67.75,2.75,394.52,31.34,31.99,10.67,1.34,3.4
2003/2/27,117.1,185.39,126.46,78.47,86.48,13.92,17.03,16.43,71.31,66.33,14.41,311.27,15.02,2.47,2.16,67.56,2.74,393.88,31.24,31.89,10.63,1.34,3.38
2003/2/28,117.75,185.89,126.55,78.8,86.51,13.88,17.05,16.32,71.23,66.13,14.75,313,15.1,2.49,2.17,67.81,2.76,395.93,31.42,32.07,10.69,1.34,3.41
2003/3/3,118.2,186.19,127.5,79.69,87.25,13.92,17.18,16.51,71.87,66.04,14.56,314.19,15.16,2.49,2.18,68.01,2.77,396.11,31.54,32.19,10.75,1.35,3.41
2003/3/4,117.55,185.89,128.15,79.23,87.92,13.92,17.26,16.5,72.14,65.84,14.88,312.47,15.07,2.48,2.16,67.8,2.76,394.33,31.36,32.01,10.6,1.34,3.4
2003/3/5,117.4,186.42,128.62,79.63,88.19,14.01,17.33,16.57,72.33,66.11,14.69,312.07,15.05,2.48,2.16,67.79,2.76,395.69,31.33,31.97,10.49,1.35,3.4
2003/3/6,117.4,187.93,128.68,79.89,88.18,14.02,17.33,16.66,72.07,66.42,14.81,312.07,15.05,2.48,2.16,67.67,2.76,395.82,31.32,31.97,10.46,1.35,3.41
2003/3/7,117.5,187.69,128.9,79.82,88.06,14.02,17.37,16.43,72.09,66.43,14.73,312.33,15.07,2.48,2.15,67.62,2.75,396.16,31.35,32,10.55,1.34,3.4
2003/3/10,116.9,187.53,128.91,79.7,87.71,13.98,17.37,16.19,71.71,65.74,14.77,310.74,14.99,2.46,2.14,67.39,2.75,392.81,31.19,31.83,10.56,1.33,3.39
2003/3/11,117,187.31,129.2,79.96,88.12,13.97,17.41,16.26,71.98,65.54,14.83,311,15,2.46,2.14,67.38,2.76,393.94,31.22,31.86,10.6,1.33,3.39
2003/3/12,117.15,188.21,129.17,79.57,88.06,13.9,17.4,16.33,70.86,64.97,14.88,311.73,15.02,2.47,2.14,67.37,2.76,394.84,31.26,31.93,10.75,1.33,3.4
2003/3/13,117.9,189.78,129.34,79.69,88.08,13.92,17.4,16.49,69.64,64.16,14.66,313.4,15.12,2.49,2.14,67.29,2.75,396.7,31.46,32.11,10.91,1.34,3.4
2003/3/14,118.4,189.77,127.93,79.76,87.12,13.86,17.24,16.36,70.39,64.79,14.57,314.64,15.18,2.48,2.16,67.58,2.77,397.45,31.59,32.24,10.92,1.35,3.43
2003/3/17,117.95,187.39,127.39,80.14,86.88,13.82,17.16,16.37,70.73,65.12,14.55,313.53,15.12,2.48,2.16,67.22,2.76,394.61,31.47,32.12,10.86,1.33,3.41
2003/3/18,118.6,185.8,126,79.96,85.85,13.68,16.97,16.15,70.26,65.08,14.34,315.26,15.21,2.5,2.17,67.24,2.77,397.05,31.64,32.3,11.02,1.33,3.43
2003/3/19,118.7,185.93,126.18,80.5,85.79,13.66,16.97,15.89,70.46,65.05,14.6,315.52,15.22,2.5,2.17,67.23,2.77,397.26,31.67,32.32,10.91,1.33,3.43
2003/3/20,120.4,188.65,127.24,80.94,86.39,13.86,17.14,16.15,71.13,66.24,14.81,320.04,15.44,2.54,2.2,67.95,2.8,401.87,32.12,32.79,11.12,1.34,3.47
2003/3/24,121.25,189.8,128.26,81.36,86.97,13.98,17.27,16.31,71.84,66.87,14.75,322.3,15.55,2.56,2.23,68.5,2.82,403.76,32.35,33.02,11.33,1.36,3.5
2003/3/25,120.65,190.16,128.5,81.43,87.19,13.95,17.31,16.34,71.75,66.71,14.92,320.71,15.47,2.54,2.22,68.36,2.81,402.03,32.19,32.86,11.21,1.36,3.48
2003/3/26,120,188.96,127.87,81.25,86.73,13.85,17.22,16.34,71.66,66.1,14.9,318.98,15.39,2.53,2.22,67.99,2.8,400.94,32.02,32.68,11.24,1.36,3.46
2003/3/27,119.95,189.07,128.38,81.76,86.88,13.9,17.3,16.38,71.79,65.64,15.27,318.85,15.38,2.53,2.24,67.73,2.8,400.77,32,32.67,11.19,1.36,3.46
2003/3/28,120.1,188.03,128.34,82.1,86.83,13.91,17.29,16.32,72.08,66.14,15.15,320.87,15.4,2.54,2.26,67.83,2.8,401.27,32.04,32.71,11.22,1.37,3.46
2003/3/31,120.2,189.4,129.7,81.7,87.97,14.08,17.49,16.49,72.25,66.36,15.09,319.51,15.41,2.54,2.25,68.02,2.8,401.34,32.07,32.73,11.23,1.36,3.46
2003/4/1,118.25,187.01,128.95,80.53,87.43,13.98,17.38,16.26,71.64,65.71,15.07,314.33,15.16,2.5,2.22,67,2.76,395.48,31.55,32.2,10.97,1.34,3.44
2003/4/2,117.9,186.08,128.85,80.01,87.19,13.95,17.36,16.4,71.42,65.54,15.04,313.31,15.12,2.5,2.22,66.63,2.76,395.11,31.46,32.11,11,1.34,3.4
2003/4/3,119,186.54,128.12,80.96,86.29,13.89,17.27,16.39,71.69,65.76,15.03,317.93,15.26,2.52,2.25,67.15,2.77,397.59,31.75,32.41,11.19,1.36,3.43
2003/4/4,119.35,187.74,128.42,80.86,86.59,13.96,17.31,16.48,71.88,65.45,15.22,317.25,15.3,2.53,2.26,67.14,2.77,398.76,31.84,32.5,11.18,1.36,3.44
2003/4/7,120.5,187.9,128.62,81.53,86.41,14.02,17.33,16.58,72.32,64.76,15.19,320.31,15.45,2.55,2.27,67.7,2.8,401.93,32.15,32.82,11.25,1.37,3.47
2003/4/8,119.9,186.49,128.08,81.13,86.23,13.94,17.24,16.46,71.87,64.87,15.08,318.71,15.37,2.54,2.26,67.42,2.78,399.67,31.99,32.65,11.21,1.36,3.46
2003/4/9,120.05,186.87,128.73,81.81,86.65,14.1,17.35,16.58,72.27,65.56,14.97,319.11,15.39,2.55,2.28,67.35,2.79,400.57,32.03,32.69,11.14,1.36,3.46
2003/4/10,120.1,188.23,129.54,81.93,87.09,14.17,17.45,16.63,72.92,65.72,15.12,319.25,15.4,2.55,2.29,67.57,2.8,401.14,32.04,32.71,11.17,1.37,3.46
2003/4/11,119.7,188.29,129.04,82.27,86.25,14.09,17.38,16.39,72.59,65.43,15.36,317.68,15.35,2.52,2.29,67.52,2.79,399.67,31.94,32.59,11.2,1.37,3.45
2003/4/14,120.85,189.71,129.51,83.07,86.49,14.16,17.45,16.45,72.92,65.77,15.54,321.24,15.5,2.56,2.31,67.78,2.82,402.97,32.24,32.91,11.4,1.37,3.49
2003/4/15,120.45,189.23,129.78,82.72,86.67,14.23,17.48,16.54,72.75,65.85,15.46,320.18,15.44,2.55,2.3,67.68,2.81,401.9,32.14,32.8,11.33,1.37,3.48
2003/4/16,120.4,189.02,129.98,83.1,86.44,14.22,17.52,16.59,73.25,66.56,15.8,320.04,15.44,2.55,2.3,67.65,2.81,402.14,32.12,32.79,11.38,1.38,3.47
2003/4/17,119.6,189.17,130.52,82.28,87.2,14.28,17.59,16.62,73.29,66.68,15.67,317.92,15.34,2.54,2.29,67.46,2.8,399.87,31.91,32.57,11.3,1.38,3.45
2003/4/18,119.75,188.4,130.31,82.52,86.73,14.25,17.56,16.62,73.56,66.71,15.77,318.31,15.35,2.54,2.29,67.71,2.8,400.37,31.95,32.61,11.38,1.39,3.46
2003/4/21,119.7,188.42,130.45,82.47,86.81,14.29,17.57,16.58,73.65,66.72,15.75,318.18,15.35,2.54,2.29,67.62,2.8,399.93,31.94,32.6,11.37,1.38,3.45
2003/4/22,120.65,188.77,131.01,82.83,86.89,14.34,17.65,16.72,74.2,67.14,15.75,320.71,15.47,2.56,2.31,68.11,2.83,402.7,32.19,32.86,11.48,1.4,3.48
2003/4/23,120.15,189.6,131.72,82.94,87.55,14.45,17.75,16.81,74.46,67.48,15.96,319.38,15.4,2.55,2.3,67.63,2.81,402.92,32.06,32.72,11.39,1.39,3.46
2003/4/24,120.5,191.11,132.02,82.87,87.64,14.5,17.8,16.83,74.63,66.78,16.41,320.31,15.45,2.55,2.3,67.7,2.82,403.01,32.15,32.82,11.55,1.4,3.47
2003/4/25,120.15,191.43,132.54,82.57,88.28,14.57,17.86,16.98,74.34,66.64,16.64,319.38,15.41,2.54,2.29,67.5,2.8,401.84,32.06,32.72,11.56,1.4,3.46
2003/4/28,120,191.46,132.7,82.98,88.33,14.55,17.88,17.02,74.04,66.74,16.58,318.98,15.39,2.54,2.27,67.32,2.8,401.61,32.02,32.68,11.55,1.38,3.46
2003/4/30,119.65,191.16,133.13,83.06,88.21,14.62,17.92,17.07,74.61,67.02,16.93,318.05,15.34,2.54,2.27,67.5,2.79,400.97,31.93,32.58,11.66,1.39,3.44
2003/5/1,119,190.19,133.01,83.18,87.81,14.6,17.92,17.02,74.55,66.95,16.31,316.32,15.26,2.52,2.28,67.1,2.78,399.06,31.75,32.41,11.63,1.39,3.42
2003/5/2,118.65,191.09,133.27,83.56,88.15,14.61,17.96,17.04,75.05,66.81,16.41,315.39,15.21,2.52,2.27,67.1,2.78,398.42,31.66,32.31,11.61,1.39,3.42
